Name,Date,Tournament,Division,TotalDivs,Placement,Players,Wins,Margin,GamesFirst,GamesLast,Rating,Norm
Tony Sim,19 Jan 2014,15th SA Millennium Cup,1 of,1,3rd of,14,13,+422,1962 -,1978,1883,
Tony Sim,25 Jan 2014,WYSC Scrabble Benefit Tournament,1 of,2,1st of,8,7,+517,1979 -,1986,1915,
Tony Sim,22 Feb 2014,WYSC Scrabble Benefit Tournament,1 of,2,4th of,8,5,+278,1987 -,1995,1909,
Tony Sim,15 Mar 2014,WYSC Scrabble Benefit Tournament,1 of,1,4th of,10,6,+370,1996 -,2004,1908,
Tony Sim,30 Mar 2014,Jurong Green CC Scrabble Open Championship 2014,1 of,3,8th of,14,8,+118,2005 -,2020,1879,
Tony Sim,5 Apr 2014,WYSC Scrabble Benefit Tournament,1 of,2,7th of,10,5,+39,2021 -,2029,1857,
Tony Sim,18 May 2014,Jurong Green CC mini tournament,1 of,1,6th of,12,5,+369,2030 -,2038,1846,
Tony Sim,13 Jan 2013,14th SA Millennium Cup,1 of,2,4th of,10,10,-325,1804 -,1821,1947,
Tony Sim,2 Feb 2013,Survivors Only Scrabblathon (SOS),1 of,1,7th of,20,7,+233,1822 -,1833,1929,
Tony Sim,9 Mar 2013,SOS G8,1 of,1,3rd of,10,6,+164,1834 -,1843,1931,
Tony Sim,17 Mar 2013,NTU WGS Scrabble Mini 2013,1 of,2,9th of,10,3,-249,1844 -,1852,1905,
Tony Sim,7 Apr 2013,Jurong Green CC Scrabble Open Championship 2013,1 of,2,6th of,18,9,+395,1853 -,1868,1896,
Tony Sim,2 Jun 2013,Bishan Heights RC mini tournament,1 of,3,8th of,10,3,-60,1869 -,1877,1872,
Tony Sim,23 Jun 2013,EM23JUNE,1 of,2,5th of,10,5,-126,1878 -,1887,1874,
Tony Sim,28 Jul 2013,Singapore National Scrabble Championship 2013,1 of,3,11th of,18,8,+83,1888 -,1905,1841,
Tony Sim,18 Aug 2013,Jurong Green CC mini tournament,1 of,2,7th of,10,4,-19,1906 -,1914,1835,
Tony Sim,8 Sep 2013,Grandeur 8 mini tournament,1 of,2,4th of,12,6,-213,1915 -,1925,1865,
Tony Sim,6 Oct 2013,Oktobertilefez Scrabblemini,1 of,1,7th of,12,6,+22,1926 -,1935,1854,
Tony Sim,12 Oct 2013,Team NTU vs SGP,1 of,1,1st of,18,8,+1362,,,,
Tony Sim,16 Nov 2013,WYSC Scrabble Benefit Tournament,1 of,2,8th of,14,4,+30,1936 -,1943,1841,
Tony Sim,1 Dec 2013,mini,1 of,1,5th of,10,6,+160,1944 -,1953,1845,
Tony Sim,14 Dec 2013,WYSC Scrabble Benefit Tournament,1 of,2,3rd of,10,5,+304,1954 -,1961,1841,
Tony Sim,15 Jan 2012,13th SA Millennium Cup,1 of,2,5th of,12,10,+985,1682 -,1701,1864,
Tony Sim,18 Mar 2012,Jurong Green CC Scrabble Open Championship 2012,1 of,3,5th of,14,9,+366,1702 -,1717,1871,
Tony Sim,27 May 2012,Bishan Heights RC mini tournament,1 of,3,6th of,10,4,+104,1718 -,1726,1856,
Tony Sim,16 Jun 2012,Jurong Green CC Mind Sports Day,1 of,3,8th of,16,4,-89,1727 -,1733,1857,
Tony Sim,22 Jul 2012,Singapore National Scrabble Championship 2012,1 of,3,3rd of,18,10,+578,1734 -,1749,1889,
Tony Sim,12 Aug 2012,Jurong Green CC mini tournament,1 of,3,1st of,10,8,+637,1750 -,1758,1962,
Tony Sim,8 Sep 2012,Grandeur 8 mini tournament,1 of,2,4th of,12,6,+140,1759 -,1768,1970,
Tony Sim,6 Oct 2012,Oktobertilefest Scrabblemini,1 of,2,1st of,10,7,+336,1769 -,1778,1975,
Tony Sim,18 Nov 2012,15th Singapore Open Scrabble Championship,1 of,2,12th of,28,8�,-136,1779 -,1794,1952,
Tony Sim,9 Dec 2012,Jurong Green CC mini tournament,1 of,3,5th of,8,4,-29,1795 -,1803,1927,
Tony Sim,23 Jan 2011,12th SA Millennium Cup,1 of,3,4th of,12,12,+299,1547 -,1566,1936,
Tony Sim,13 Mar 2011,9th Lim Boon Heng Cup,1 of,3,4th of,18,9,+786,1567 -,1582,1921,
Tony Sim,16 Apr 2011,Survivors Only Scrabblathon (SOS),1 of,1,9th of,22,6,+348,1583 -,1594,1885,
Tony Sim,15 May 2011,Jurong Green CC mini tournament,1 of,3,5th of,10,6,+98,1595 -,1603,1914,
Tony Sim,29 May 2011,Bishan Heights RC mini tournament,1 of,3,9th of,10,3�,-219,1604 -,1612,1887,
Tony Sim,24 Jul 2011,Singapore National Scrabble Championship 2011,1 of,3,8th of,14,8,-150,1613 -,1628,1875,
Tony Sim,14 Aug 2011,Jurong Green CC mini tournament,1 of,3,6th of,8,4,-356,1629 -,1637,1865,
Tony Sim,11 Sep 2011,Grandeur 8 mini tournament,1 of,2,2nd of,10,6,-9,1638 -,1647,1887,
Tony Sim,25 Sep 2011,Bishan Heights RC mini tournament,1 of,3,4th of,10,5,+258,1648 -,1656,1882,
Tony Sim,27 Nov 2011,14th Singapore Open Scrabble Championship,1 of,4,11th of,30,9,+91,1657 -,1672,1884,
Tony Sim,11 Dec 2011,Jurong Green CC mini tournament,1 of,3,2nd of,10,7,+255,1673 -,1681,1920,
Tony Sim,24 Jan 2010,11th SA Millennium Cup,1 of,2,6th of,10,8,-60,1412 -,1429,1840,
Tony Sim,7 Mar 2010,8th Lim Boon Heng Cup,1 of,3,3rd of,14,10,+367,1430 -,1445,1880,
Tony Sim,16 May 2010,Jurong Green CC mini tournament,1 of,3,5th of,8,3,+126,1446 -,1453,1860,
Tony Sim,30 May 2010,Bishan Heights RC mini tournament,1 of,3,1st of,8,6,+446,1454 -,1461,1892,
Tony Sim,18 Jul 2010,Singapore National Scrabble Championship 2010,1 of,3,1st of,16,11,+843,1462 -,1477,1931,
Tony Sim,15 Aug 2010,Jurong Green CC mini tournament,1 of,3,10th of,10,3,-412,1478 -,1486,1891,
Tony Sim,19 Sep 2010,Bishan Heights RC mini tournament,1 of,3,4th of,10,5,+466,1487 -,1495,1899,
Tony Sim,23 Oct 2010,Grandeur 8 mini tournament,1 of,2,5th of,10,6,-221,1496 -,1505,1918,
Tony Sim,14 Nov 2010,13th Singapore Open Scrabble Championship,1 of,4,3rd of,16,11,+349,1506 -,1521,1921,
Tony Sim,21 Nov 2010,Yew Tee Scrabble Open Championship 2010,1 of,2,4th of,26,11,+97,1522 -,1538,1941,
Tony Sim,12 Dec 2010,Jurong Green CC mini tournament,1 of,3,2nd of,6,5,+86,1539 -,1546,1938,
Tony Sim,15 Feb 2009,Jurong Green CC mini tournament,1 of,2,7th of,8,3,+55,1289 -,1296,1808,
Tony Sim,1 Mar 2009,10th SA Millennium Cup,1 of,2,3rd of,10,10,+501,1297 -,1314,1831,
Tony Sim,22 Mar 2009,7th Lim Boon Heng Cup,1 of,3,4th of,16,11,+254,1315 -,1330,1875,
Tony Sim,17 May 2009,Jurong Green CC mini tournament,1 of,2,7th of,10,4,+42,1331 -,1339,1858,
Tony Sim,31 May 2009,12th Singapore Open Scrabble Championship,1 of,3,9th of,18,9,+56,1340 -,1355,1865,
Tony Sim,19 Jul 2009,Singapore National Scrabble Championship 2009,1 of,3,3rd of,18,10,+1064,1356 -,1371,1867,
Tony Sim,16 Aug 2009,Jurong Green CC mini tournament,1 of,3,8th of,9,2,-320,1372 -,1379,1834,
Tony Sim,5 Sep 2009,Grandeur 8 mini tournament,1 of,2,4th of,20,5,+507,1380 -,1387,1855,
Tony Sim,22 Nov 2009,Yew Tee Scrabble Open Championship 2009,1 of,3,11th of,20,7,+337,1388 -,1403,1835,
Tony Sim,13 Dec 2009,Jurong Green CC mini tournament,1 of,2,3rd of,8,4,+451,1404 -,1411,1832,
Tony Sim,6 Jan 2008,People's Association - Shin Min Active Mind Festival 2008 Fun Scrabble Competition (preliminaries),1 of,3,2nd of,30,5,+373,,,,
Tony Sim,27 Jan 2008,9th SA Millennium Cup,1 of,2,2nd of,16,11,+800,1141 -,1156,1903,
Tony Sim,24 Feb 2008,Jurong Green CC mini tournament,1 of,2,7th of,8,2,-269,1157 -,1164,1860,
Tony Sim,16 Mar 2008,6th Lim Boon Heng Cup,1 of,3,4th of,12,9,+99,1165 -,1180,1868,
Tony Sim,13 Apr 2008,Jurong Green CC mini tournament,1 of,2,5th of,6,3,-67,1181 -,1188,1854,
Tony Sim,25 May 2008,11th Singapore Open Scrabble Championship,1 of,3,8th of,12,7,-160,1189 -,1203,1822,
Tony Sim,1 Jun 2008,Jurong Green CC mini tournament,1 of,3,4th of,6,3,+6,1204 -,1211,1815,
Tony Sim,20 Jul 2008,Singapore National Scrabble Championship 2008,1 of,3,11th of,24,8,+29,1212 -,1227,1810,
Tony Sim,28 Sep 2008,Grandeur 8 mini tournament,1 of,1,13th of,18,4,-101,1228 -,1237,1790,
Tony Sim,5 Oct 2008,Jurong Green CC mini tournament,1 of,2,7th of,8,2,-387,1238 -,1245,1764,
Tony Sim,19 Oct 2008,Thomson Sin Ming Court RC 2nd Scrabble mini tournament,1 of,2,1st of,10,8,+510,1246 -,1254,1858,
Tony Sim,16 Nov 2008,Yew Tee Scrabble Open Championship 2008,1 of,3,6th of,10,7,+158,1255 -,1270,1842,
Tony Sim,30 Nov 2008,Signature Park Open Tournament,1 of,1,8th of,12,4,-63,1271 -,1279,1827,
Tony Sim,14 Dec 2008,Jurong Green CC mini tournament,1 of,2,9th of,10,3,-427,1280 -,1288,1812,
Tony Sim,28 Jan 2007,8th SA Millennium Cup,1 of,2,8th of,22,9,+333,1030 -,1045,1893,
Tony Sim,18 Mar 2007,5th Lim Boon Heng Cup,1 of,3,5th of,18,10,+515,1046 -,1061,1882,
Tony Sim,8 Apr 2007,Jurong Green CC mini tournament,1 of,3,3rd of,6,4,+167,1062 -,1069,1876,
Tony Sim,27 May 2007,10th Singapore Open Scrabble Championship,1 of,3,4th of,18,10,+229,1070 -,1085,1898,
Tony Sim,1 Jul 2007,Jurong Green CC mini tournament,1 of,2,5th of,8,4,-179,1086 -,1093,1892,
Tony Sim,22 Jul 2007,Singapore National Scrabble Championship 2007,1 of,3,15th of,24,7�,+14,1094 -,1108,1836,
Tony Sim,5 Aug 2007,Jurong Green CC mini tournament,1 of,2,4th of,8,5,+197,1109 -,1116,1859,
Tony Sim,9 Sep 2007,Charity Tournament - Words With A Difference,1 of,2,8th of,20,9,+394,,,,
Tony Sim,16 Sep 2007,Grandeur 8 mini tournament,1 of,2,7th of,8,3,+195,1117 -,1124,1845,
Tony Sim,7 Oct 2007,The Serangoon mini tournament,1 of,2,3rd of,8,5,+210,1125 -,1132,1863,
Tony Sim,25 Nov 2007,Yew Tee Scrabble Open Championship 2007,1 of,4,3rd of,16,5,+536,1133 -,1140,1872,
Tony Sim,2 Dec 2007,6th Causeway Scrabble Challenge,2 of,2,1st of,78,18,+1628,,,,
Tony Sim,15 Jan 2006,7th SA Millennium Cup,1 of,2,1st of,10,14,+839,899 -,916,1918,
Tony Sim,26 Feb 2006,Jurong Green CC mini tournament,1 of,3,2nd of,10,5,+623,917 -,924,1919,
Tony Sim,19 Mar 2006,4th Lim Boon Heng Cup,1 of,3,2nd of,22,11,+469,925 -,940,1945,
Tony Sim,23 Apr 2006,Jurong Green CC mini tournament,1 of,3,2nd of,8,5,+231,941 -,948,1942,
Tony Sim,28 May 2006,9th Singapore Open Scrabble Championship,1 of,3,1st of,22,12,+670,949 -,964,1957,
Tony Sim,16 Jul 2006,Jurong Green CC mini tournament,1 of,3,2nd of,6,4,+290,965 -,972,1929,
Tony Sim,23 Jul 2006,Singapore National Scrabble Championship 2006,1 of,3,2nd of,26,11�,+714,973 -,988,1936,
Tony Sim,27 Aug 2006,Grandeur 8 mini tournament,1 of,2,4th of,12,7,+451,989 -,999,1933,
Tony Sim,10 Sep 2006,Thomson Sin Ming Court RC 1st Scrabble mini tournament,1 of,1,7th of,14,3,+252,1000 -,1005,1905,
Tony Sim,17 Sep 2006,Jurong Green CC mini tournament,1 of,3,5th of,8,4,+118,1006 -,1012,1889,
Tony Sim,15 Oct 2006,Jurong Green CC mini tournament,1 of,3,4th of,10,5,+453,1013 -,1021,1890,
Tony Sim,17 Dec 2006,Yew Tee Scrabble Open Championship 2006,1 of,3,2nd of,16,6,+103,1022 -,1029,1914,
Tony Sim,30 Jan 2005,6th SA Millennium Cup,1 of,2,2nd of,8,10,+618,813 -,828,1927,
Tony Sim,27 Feb 2005,Jurong Green CC unrated mini tournament,1 of,3,6th of,8,3,-315,,,,
Tony Sim,6 Mar 2005,5th NTU Open Scrabble Championship,1 of,2,2nd of,10,6,+19,829 -,836,1943,
Tony Sim,12 Mar 2005,SAFRA Open,1 of,2,1st of,28,5,+912,,,,
Tony Sim,2 Apr 2005,Teck Ghee Zone B Residents' Committee mini tournament,1 of,2,3rd of,8,5,+309,837 -,842,1950,
Tony Sim,30 Apr 2005,SAFRA mini tournament,1 of,2,7th of,10,4,+38,843 -,850,1912,
Tony Sim,15 May 2005,Teck Ghee Zone B Residents' Committee mini tournament,1 of,1,1st of,16,6,+683,851 -,858,1917,
Tony Sim,5 Jun 2005,Teck Ghee Zone B Residents' Committee mini tournament,1 of,2,6th of,10,4,+24,859 -,866,1874,
Tony Sim,24 Jul 2005,Singapore National Scrabble Championship 2005,1 of,3,10th of,20,8,+515,867 -,882,1846,
Tony Sim,30 Oct 2005,8th Singapore Open Scrabble Championship,1 of,3,7th of,20,9,+372,883 -,898,1846,
Tony Sim,18 Dec 2005,4th Causeway Scrabble Challenge,1 of,2,14th of,32,12,+128,,,,
Tony Sim,8 Feb 2004,5th SA Millennium Cup,1 of,2,1st of,10,12,+925,707 -,724,1936,
Tony Sim,14 Mar 2004,4th NTU Open Scrabble Championship,1 of,2,4th of,14,5,+253,725 -,732,1931,
Tony Sim,2 May 2004,Jurong Green CC mini tournament,1 of,3,2nd of,8,5,+222,733 -,740,1924,
Tony Sim,6 Jun 2004,7th Singapore Open Scrabble Championship,1 of,3,7th of,20,9,+71,741 -,756,1901,
Tony Sim,18 Jul 2004,Singapore National Scrabble Championship 2004,1 of,3,1st of,16,15,+1409,757 -,772,1987,
Tony Sim,12 Sep 2004,Kg Kembangan CC mini tournament,1 of,2,6th of,12,4,-135,773 -,780,1950,
Tony Sim,24 Oct 2004,Kg Kembangan CC mini tournament,1 of,1,4th of,18,5,+498,781 -,788,1929,
Tony Sim,7 Nov 2004,Kg Kembangan CC mini tournament,1 of,1,2nd of,16,6,+444,789 -,796,1945,
Tony Sim,21 Nov 2004,3rd Lim Boon Heng Cup,1 of,3,3rd of,16,9�,+959,797 -,812,1929,
Tony Sim,19 Dec 2004,3rd Causeway Scrabble Challenge,1 of,2,7th of,30,18,+869,,,,
Tony Sim,26 Jan 2003,4th SA Millennium Cup,1 of,2,1st of,10,14,+1215,562 -,579,1973,
Tony Sim,2 Mar 2003,Jurong Green CC mini tournament,1 of,3,7th of,10,3,-41,580 -,588,1912,
Tony Sim,16 Mar 2003,2nd Temasek Open,1 of,3,6th of,18,9,+252,589 -,604,1880,
Tony Sim,13 Apr 2003,Jurong Green CC mini tournament,1 of,3,2nd of,8,5,+530,605 -,613,1875,
Tony Sim,18 May 2003,Jurong Green CC mini tournament,1 of,2,5th of,10,5,+19,614 -,622,1872,
Tony Sim,15 Jun 2003,6th Singapore Open Scrabble Championship,1 of,3,5th of,24,9�,+837,623 -,638,1879,
Tony Sim,25 Jun 2003,1st Traditional Tourney,1 of,1,6th of,20,6,+280,,,,
Tony Sim,20 Jul 2003,Singapore National Scrabble Championship 2003,1 of,1,1st of,16,14,+1271,639 -,656,1922,
Tony Sim,17 Aug 2003,Jurong Green CC mini tournament,1 of,1,1st of,14,8,+1187,657 -,664,1951,
Tony Sim,7 Sep 2003,2nd Harmony Cup,1 of,3,5th of,18,11,+749,665 -,681,1919,
Tony Sim,27 Sep 2003,Aljunied-Kembangan Scrabble Tournament,2 of,2,2nd of,12,3,+429,,,,
Tony Sim,23 Nov 2003,2nd Lim Boon Heng Cup,1 of,3,7th of,22,9,+631,682 -,697,1906,
Tony Sim,14 Dec 2003,2nd Causeway Scrabble Challenge,1 of,2,1st of,20,14,+1652,,,,
Tony Sim,28 Dec 2003,Jurong Green CC mini tournament,1 of,3,1st of,10,8,+935,698 -,706,1937,
Tony Sim,20 Jan 2002,3rd SA Millennium Cup,1 of,3,1st of,10,15,+1708,412 -,428,1901,
Tony Sim,3 Mar 2002,1st Temasek Open,1 of,2,6th of,18,9,+423,429 -,444,1887,
Tony Sim,17 Mar 2002,Jurong Green CC mini tournament,1 of,3,1st of,8,6,+449,445 -,452,1900,
Tony Sim,28 Apr 2002,8th Jurong Green CC - St John's Institution Annual Friendly,1 of,1,2nd of,22,10,+802,453 -,468,1893,
Tony Sim,19 May 2002,Teck Ghee Zone B Residents' Committee mini tournament,1 of,2,2nd of,10,6,+423,469 -,477,1894,
Tony Sim,2 Jun 2002,5th Singapore Open Scrabble Championship,1 of,4,2nd of,24,11,+774,478 -,493,1917,
Tony Sim,21 Jul 2002,Singapore National Scrabble Championship 2002,1 of,2,5th of,18,9,+350,494 -,509,1884,
Tony Sim,18 Aug 2002,Jurong Green CC mini tournament,1 of,2,4th of,10,5,+418,510 -,518,1867,
Tony Sim,8 Sep 2002,1st Harmony Cup,1 of,2,3rd of,12,6,+205,519 -,527,1880,
Tony Sim,29 Sep 2002,Jurong Green CC mini tournament,1 of,3,3rd of,8,5,+159,528 -,536,1872,
Tony Sim,10 Nov 2002,Jurong Green CC mini tournament,1 of,1,1st of,14,7,+759,537 -,545,1880,
Tony Sim,1 Dec 2002,1st Lim Boon Heng Cup,1 of,3,1st of,24,12,+487,546 -,561,1941,
Tony Sim,22 Dec 2002,1st Causeway Scrabble Challenge,1 of,1,7th of,20,11,+52,,,,
Tony Sim,21 Jan 2001,2nd SA Millennium Cup,1 of,2,3rd of,8,9,+798,285 -,300,1861,
Tony Sim,25 Feb 2001,Hong Kah East CC mini tournament,1 of,3,4th of,10,4�,+136,301 -,309,1842,
Tony Sim,4 Mar 2001,1st NTU Open Scrabble Championship,1 of,2,7th of,12,4,+185,310 -,317,1829,
Tony Sim,15 Apr 2001,Hong Kah East CC mini tournament,1 of,3,2nd of,10,7,+471,318 -,326,1845,
Tony Sim,6 May 2001,4th Singapore Open Scrabble Championship,1 of,3,4th of,30,10,+539,327 -,342,1866,
Tony Sim,27 May 2001,Hong Kah East CC mini tournament,1 of,2,1st of,10,7,+386,343 -,351,1892,
Tony Sim,17 Jun 2001,Hong Kah East CC mini tournament,1 of,2,7th of,10,4,-87,352 -,359,1872,
Tony Sim,15 Jul 2001,Singapore National Scrabble Championship 2001,1 of,2,1st of,20,12,+783,360 -,375,1898,
Tony Sim,9 Sep 2001,Hong Kah East CC mini tournament,1 of,3,6th of,10,4,+580,376 -,384,1857,
Tony Sim,28 Oct 2001,Hong Kah East CC mini tournament,1 of,3,4th of,10,5,+240,385 -,393,1848,
Tony Sim,24 Nov 2001,"not the 9th Kenneth Chen Cup, day 1",1 of,2,7th of,18,5,+227,394 -,402,1850,
Tony Sim,25 Nov 2001,"not the 9th Kenneth Chen Cup, day 2",1 of,3,3rd of,20,6,+668,403 -,411,1872,
Tony Sim,20 Feb 2000,1st SA Millennium Cup,1 of,2,1st of,8,14,+1392,148 -,163,1915,*
Tony Sim,5 Mar 2000,Hong Kah East CC mini tournament,1 of,2,1st of,10,7,+837,164 -,172,1916,*
Tony Sim,26 Mar 2000,6th Hong Kah East CC - St John's Institution Annual Friendly,1 of,1,7th of,28,9,+390,173 -,188,1860,
Tony Sim,16 Apr 2000,Hong Kah East CC mini tournament,1 of,2,1st of,8,7,+572,189 -,197,1871,
Tony Sim,21 May 2000,3rd Singapore Open Scrabble Championship,1 of,3,9th of,28,9,+262,198 -,213,1875,
Tony Sim,11 Jun 2000,Hong Kah East CC mini tournament,1 of,2,1st of,10,8,+903,214 -,222,1901,GM
Tony Sim,8 Jul 2000,SA mini tournament,1 of,1,3rd of,10,6,+779,223 -,231,1893,
Tony Sim,9 Jul 2000,SA mini tournament,1 of,1,11th of,16,4,+72,232 -,240,1856,
Tony Sim,10 Sep 2000,Mind Sports Olympiad,1 of,2,2nd of,20,17,+1273,241 -,259,1924,
Tony Sim,26 Nov 2000,8th Kenneth Chen Cup,1 of,4,5th of,26,10,+444,260 -,275,1915,
Tony Sim,17 Dec 2000,Hong Kah East CC mini tournament,1 of,2,3rd of,10,6,+758,276 -,284,1901,
Tony Sim,29 Aug 1999,Singapore National Scrabble Championship 1999,1 of,2,1st of,26,12,+808,117 -,131,1855,
Tony Sim,5 Dec 1999,7th Kenneth Chen Cup,1 of,3,1st of,34,12,+1371,132 -,147,1880,
Tony Sim,19 Apr 1998,SA mini tournament,1 of,1,1st of,14,6,+745,31 -,36,1881,M**
Tony Sim,26 Apr 1998,2nd Caldecott Recreation Club Regional Championship,1 of,1,10th of,30,10,+611,37 -,54,1831,NM
Tony Sim,31 May 1998,4th Hong Kah East CC - St John's Institution Annual Friendly,1 of,1,2nd of,52,11,+1297,55 -,69,1841,
Tony Sim,2 Aug 1998,1st Singapore Open Scrabble Championship,1 of,3,4th of,24,10,+839,70 -,85,1826,
Tony Sim,23 Aug 1998,Asia Pacific Championship qualification tournament,1 of,1,3rd of,18,5�,+596,86 -,93,1820,
Tony Sim,29 Nov 1998,6th Kenneth Chen Cup,1 of,2,1st of,42,12,+1107,94 -,109,1836,
Tony Sim,6 Dec 1998,Kallang Open Scrabble Championship,1 of,2,9th of,26,4,+253,110 -,116,1822,
Tony Sim,5 Oct 1997,Singapore National Scrabble Championship 1997,1 of,2,3rd of,22,9,+966,1 -,14,1660,*
Tony Sim,30 Nov 1997,5th Kenneth Chen Cup,1 of,2,1st of,62,14,+1182,15 -,30,1853,*
Cheah Siu Hean,19 Jan 2014,15th SA Millennium Cup,1 of,1,2nd of,14,13,+1165,1757 -,1773,1962,
Cheah Siu Hean,22 Feb 2014,WYSC Scrabble Benefit Tournament,1 of,2,2nd of,8,6,+317,1774 -,1782,1958,
Cheah Siu Hean,15 Mar 2014,WYSC Scrabble Benefit Tournament,1 of,1,3rd of,10,7,+501,1783 -,1791,1965,
Cheah Siu Hean,30 Mar 2014,Jurong Green CC Scrabble Open Championship 2014,1 of,3,2nd of,14,13,+554,1792 -,1807,2027,
Cheah Siu Hean,18 May 2014,Jurong Green CC mini tournament,1 of,1,Joint 3rd of,12,6,+527,1808 -,1816,2018,
Cheah Siu Hean,13 Jan 2013,14th SA Millennium Cup,1 of,2,5th of,10,9�,+252,1658 -,1675,1955,
Cheah Siu Hean,9 Mar 2013,SOS G8,1 of,1,2nd of,10,8,+506,1676 -,1685,1981,
Cheah Siu Hean,17 Mar 2013,NTU WGS Scrabble Mini 2013,1 of,2,1st of,10,6,+309,1686 -,1694,1992,
Cheah Siu Hean,7 Apr 2013,Jurong Green CC Scrabble Open Championship 2013,1 of,2,5th of,18,9�,+385,1695 -,1710,1962,
Cheah Siu Hean,2 Jun 2013,Bishan Heights RC mini tournament,1 of,3,2nd of,10,6,+234,1711 -,1719,1971,
Cheah Siu Hean,28 Jul 2013,Singapore National Scrabble Championship 2013,1 of,3,4th of,18,11,+54,1720 -,1737,1963,
Cheah Siu Hean,8 Sep 2013,Grandeur 8 mini tournament,1 of,2,3rd of,12,7,+35,1738 -,1748,1974,
Cheah Siu Hean,16 Nov 2013,WYSC Scrabble Benefit Tournament,1 of,2,3rd of,14,5,+470,1749 -,1756,1959,
Cheah Siu Hean,15 Jan 2012,13th SA Millennium Cup,1 of,2,3rd of,12,12,+1000,1555 -,1574,1922,
Cheah Siu Hean,18 Mar 2012,Jurong Green CC Scrabble Open Championship 2012,1 of,3,4th of,14,9,+634,1575 -,1590,1923,
Cheah Siu Hean,27 May 2012,Bishan Heights RC mini tournament,1 of,3,5th of,10,5,+58,1591 -,1599,1913,
Cheah Siu Hean,16 Jun 2012,Jurong Green CC Mind Sports Day,1 of,3,3rd of,16,5,+31,1600 -,1606,1927,
Cheah Siu Hean,22 Jul 2012,Singapore National Scrabble Championship 2012,1 of,3,2nd of,18,11,+473,1607 -,1622,1962,
Cheah Siu Hean,12 Aug 2012,Jurong Green CC mini tournament,1 of,3,3rd of,10,6,+279,1623 -,1631,1977,
Cheah Siu Hean,8 Sep 2012,Grandeur 8 mini tournament,1 of,2,6th of,12,5�,+55,1632 -,1641,1973,
Cheah Siu Hean,18 Nov 2012,15th Singapore Open Scrabble Championship,1 of,2,5th of,28,10,+234,1642 -,1657,1957,
Cheah Siu Hean,23 Jan 2011,12th SA Millennium Cup,1 of,3,6th of,12,11,+294,1429 -,1448,1934,
Cheah Siu Hean,13 Mar 2011,9th Lim Boon Heng Cup,1 of,3,6th of,18,9,+429,1449 -,1464,1919,
Cheah Siu Hean,16 Apr 2011,Survivors Only Scrabblathon (SOS),1 of,1,4th of,22,8,+271,1465 -,1476,1936,
Cheah Siu Hean,15 May 2011,Jurong Green CC mini tournament,1 of,3,2nd of,10,6,+263,1477 -,1485,1955,
Cheah Siu Hean,24 Jul 2011,Singapore National Scrabble Championship 2011,1 of,3,7th of,14,8,-99,1486 -,1501,1920,
Cheah Siu Hean,14 Aug 2011,Jurong Green CC mini tournament,1 of,3,5th of,8,5,+14,1502 -,1510,1914,
Cheah Siu Hean,11 Sep 2011,Grandeur 8 mini tournament,1 of,2,1st of,10,7,+396,1511 -,1520,1942,
Cheah Siu Hean,25 Sep 2011,Bishan Heights RC mini tournament,1 of,3,2nd of,10,6,+615,1521 -,1529,1941,
Cheah Siu Hean,27 Nov 2011,14th Singapore Open Scrabble Championship,1 of,4,9th of,30,9,+402,1530 -,1545,1938,
Cheah Siu Hean,11 Dec 2011,Jurong Green CC mini tournament,1 of,3,5th of,10,5,+329,1546 -,1554,1931,
Cheah Siu Hean,24 Jan 2010,11th SA Millennium Cup,1 of,2,4th of,10,10,+490,1302 -,1319,1896,
Cheah Siu Hean,7 Mar 2010,8th Lim Boon Heng Cup,1 of,3,1st of,14,12,+1047,1320 -,1335,1956,
Cheah Siu Hean,16 May 2010,Jurong Green CC mini tournament,1 of,3,2nd of,8,5,-88,1336 -,1343,1957,
Cheah Siu Hean,30 May 2010,Bishan Heights RC mini tournament,1 of,3,2nd of,8,6,+193,1344 -,1351,1968,
Cheah Siu Hean,18 Jul 2010,Singapore National Scrabble Championship 2010,1 of,3,7th of,16,8,+323,1352 -,1367,1932,
Cheah Siu Hean,15 Aug 2010,Jurong Green CC mini tournament,1 of,3,2nd of,10,6,+521,1368 -,1376,1940,
Cheah Siu Hean,19 Sep 2010,Bishan Heights RC mini tournament,1 of,3,3rd of,10,6,+263,1377 -,1385,1953,
Cheah Siu Hean,23 Oct 2010,Grandeur 8 mini tournament,1 of,2,4th of,10,6,-96,1386 -,1395,1957,
Cheah Siu Hean,14 Nov 2010,13th Singapore Open Scrabble Championship,1 of,4,2nd of,16,13,+800,1396 -,1411,1989,
Cheah Siu Hean,21 Nov 2010,Yew Tee Scrabble Open Championship 2010,1 of,2,5th of,26,10,+554,1412 -,1428,1943,
Cheah Siu Hean,15 Feb 2009,Jurong Green CC mini tournament,1 of,2,3rd of,8,5,+136,1179 -,1186,1911,
Cheah Siu Hean,1 Mar 2009,10th SA Millennium Cup,1 of,2,2nd of,10,11,+488,1187 -,1204,1906,
Cheah Siu Hean,22 Mar 2009,7th Lim Boon Heng Cup,1 of,3,3rd of,16,11,+476,1205 -,1220,1928,
Cheah Siu Hean,17 May 2009,Jurong Green CC mini tournament,1 of,2,2nd of,10,6,+467,1221 -,1229,1931,
Cheah Siu Hean,31 May 2009,12th Singapore Open Scrabble Championship,1 of,3,11th of,18,7,+499,1230 -,1245,1875,
