"Name","Date","Tournament","Division","TotalDivs","Placement","Players","Wins","Margin","GamesFirst","GamesLast","Rating","Norm","NormProgress"
"Tony Sim",1997-10-05,"Singapore National Scrabble Championship 1997",1,2,3,22,9,966,1,14,1660,"","*"
"Cheah Siu Hean",1997-10-05,"Singapore National Scrabble Championship 1997",1,2,15,22,6,-42,1,14,1570,"",""
"Tony Sim",1997-11-30,"5th Kenneth Chen Cup",1,2,1,62,14,1182,15,30,1853,"","*"
"Cheah Siu Hean",1997-11-30,"5th Kenneth Chen Cup",1,2,9,62,10,627,15,30,1691,"","*"
"Ricky Purnomo",1997-11-30,"5th Kenneth Chen Cup",1,2,37,62,7,89,1,16,1544,"",""
"Tony Sim",1998-04-19,"SA mini tournament",1,1,1,14,6,745,31,36,1881,"M","**"
"Cheah Siu Hean",1998-04-19,"SA mini tournament",1,1,13,14,1,-18,31,36,1605,"","*"
"Tony Sim",1998-04-26,"2nd Caldecott Recreation Club Regional Championship",1,1,10,30,10,611,37,54,1831,"NM",""
"Cheah Siu Hean",1998-04-26,"2nd Caldecott Recreation Club Regional Championship",1,1,3,30,12,593,37,54,1721,"M","*"
"Tony Sim",1998-05-31,"4th Hong Kah East CC - St John's Institution Annual Friendly",1,1,2,52,11,1297,55,69,1841,"",""
"Cheah Siu Hean",1998-05-31,"4th Hong Kah East CC - St John's Institution Annual Friendly",1,1,9,52,9,305,55,68,1710,"","*"
"Ricky Purnomo",1998-05-31,"4th Hong Kah East CC - St John's Institution Annual Friendly",1,1,6,52,10,418,17,31,1670,"","*"
"Tony Sim",1998-08-02,"1st Singapore Open Scrabble Championship",1,3,4,24,10,839,70,85,1826,"",""
"Cheah Siu Hean",1998-08-02,"1st Singapore Open Scrabble Championship",1,3,3,24,10,924,69,84,1746,"SM",""
"Ricky Purnomo",1998-08-02,"1st Singapore Open Scrabble Championship",1,3,8,24,9,57,32,47,1725,"","*"
"Tony Sim",1998-08-23,"Asia Pacific Championship qualification tournament",1,1,3,18,5,596,86,93,1820,"",""
"Cheah Siu Hean",1998-08-23,"Asia Pacific Championship qualification tournament",1,1,2,18,6,563,85,92,1774,"",""
"Tony Sim",1998-11-29,"6th Kenneth Chen Cup",1,2,1,42,12,1107,94,109,1836,"",""
"Cheah Siu Hean",1998-11-29,"6th Kenneth Chen Cup",1,2,2,42,12,933,93,108,1809,"","*"
"Ricky Purnomo",1998-11-29,"6th Kenneth Chen Cup",1,2,13,42,9,136,48,63,1695,"M","*"
"Tony Sim",1998-12-06,"Kallang Open Scrabble Championship",1,2,9,26,4,253,110,116,1822,"",""
"Cheah Siu Hean",1998-12-06,"Kallang Open Scrabble Championship",1,2,5,26,5,341,109,115,1807,"","*"
"Ricky Purnomo",1999-05-30,"2nd Singapore Open Scrabble Championship",1,3,7,36,9,219,64,78,1716,"","*"
"Tony Sim",1999-08-29,"Singapore National Scrabble Championship 1999",1,2,1,26,12,808,117,131,1855,"",""
"Cheah Siu Hean",1999-08-29,"Singapore National Scrabble Championship 1999",1,2,2,26,11,499,116,130,1819,"NM",""
"Tony Sim",1999-12-05,"7th Kenneth Chen Cup",1,3,1,34,12,1371,132,147,1880,"",""
"Cheah Siu Hean",1999-12-05,"7th Kenneth Chen Cup",1,3,6,34,10,255,131,146,1827,"",""
"Ricky Purnomo",1999-12-05,"7th Kenneth Chen Cup",1,3,7,34,9,814,79,94,1706,"SM",""
"Tony Sim",2000-02-20,"1st SA Millennium Cup",1,2,1,8,14,1392,148,163,1915,"","*"
"Cheah Siu Hean",2000-02-20,"1st SA Millennium Cup",1,2,2,8,10,1264,147,162,1815,"",""
"Ricky Purnomo",2000-02-20,"1st SA Millennium Cup",1,2,5,8,8,422,95,110,1707,"",""
"Tony Sim",2000-03-05,"Hong Kah East CC mini tournament",1,2,1,10,7,837,164,172,1916,"","*"
"Cheah Siu Hean",2000-03-05,"Hong Kah East CC mini tournament",1,2,2,10,7,295,163,171,1834,"",""
"Tony Sim",2000-03-26,"6th Hong Kah East CC - St John's Institution Annual Friendly",1,1,7,28,9,390,173,188,1860,"",""
"Cheah Siu Hean",2000-03-26,"6th Hong Kah East CC - St John's Institution Annual Friendly",1,1,3,28,11,512,172,187,1848,"",""
"Ricky Purnomo",2000-03-26,"6th Hong Kah East CC - St John's Institution Annual Friendly",1,1,9,28,9,119,111,126,1732,"",""
"Tony Sim",2000-04-16,"Hong Kah East CC mini tournament",1,2,1,8,7,572,189,197,1871,"",""
"Tony Sim",2000-05-21,"3rd Singapore Open Scrabble Championship",1,3,9,28,9,262,198,213,1875,"",""
"Ricky Purnomo",2000-05-21,"3rd Singapore Open Scrabble Championship",1,3,11,28,9,58,127,142,1781,"",""
"Andy Kurnia",2000-05-21,"3rd Singapore Open Scrabble Championship",3,3,14,16,2,-105,1,6,1366,"",""
"Tony Sim",2000-06-11,"Hong Kah East CC mini tournament",1,2,1,10,8,903,214,222,1901,"GM",""
"Cheah Siu Hean",2000-06-11,"Hong Kah East CC mini tournament",1,2,2,10,8,601,188,196,1879,"",""
"Andy Kurnia",2000-06-11,"Hong Kah East CC mini tournament",2,2,10,12,3,3,7,13,1347,"",""
"Tony Sim",2000-07-08,"SA mini tournament",1,1,3,10,6,779,223,231,1893,"",""
"Cheah Siu Hean",2000-07-08,"SA mini tournament",1,1,1,10,7,708,197,205,1891,"",""
"Ricky Purnomo",2000-07-08,"SA mini tournament",1,1,6,10,4,-77,143,151,1760,"",""
"Tony Sim",2000-07-09,"SA mini tournament",1,1,11,16,4,72,232,240,1856,"",""
"Cheah Siu Hean",2000-07-09,"SA mini tournament",1,1,2,16,6,388,206,214,1886,"",""
"Ricky Purnomo",2000-07-09,"SA mini tournament",1,1,3,16,6,228,152,159,1772,"",""
"Ricky Purnomo",2000-08-06,"Hong Kah East CC mini tournament",1,2,4,10,5,158,160,168,1766,"",""
"Tony Sim",2000-09-10,"Mind Sports Olympiad",1,2,2,20,17,1273,241,259,1924,"",""
"Ricky Purnomo",2000-09-10,"Mind Sports Olympiad",1,2,6,20,13,669,169,187,1807,"","*"
"Cheah Siu Hean",2000-10-22,"Hong Kah East CC mini tournament",1,2,2,10,7,726,215,223,1890,"",""
"Ricky Purnomo",2000-10-22,"Hong Kah East CC mini tournament",1,2,3,10,6,179,188,196,1809,"","*"
"Tony Sim",2000-11-26,"8th Kenneth Chen Cup",1,4,5,26,10,444,260,275,1915,"",""
"Cheah Siu Hean",2000-11-26,"8th Kenneth Chen Cup",1,4,18,26,7,-106,224,239,1832,"",""
"Andy Kurnia",2000-11-26,"8th Kenneth Chen Cup",3,4,8,28,4,109,14,18,1373,"",""
"Tony Sim",2000-12-17,"Hong Kah East CC mini tournament",1,2,3,10,6,758,276,284,1901,"",""
"Cheah Siu Hean",2000-12-17,"Hong Kah East CC mini tournament",1,2,6,10,4,-99,240,248,1800,"",""
"Andy Kurnia",2000-12-17,"Hong Kah East CC mini tournament",2,2,9,12,3,-719,19,25,1323,"",""
"Tony Sim",2001-01-21,"2nd SA Millennium Cup",1,2,3,8,9,798,285,300,1861,"",""
"Cheah Siu Hean",2001-01-21,"2nd SA Millennium Cup",1,2,1,8,13,1488,249,264,1864,"",""
"Ricky Purnomo",2001-01-21,"2nd SA Millennium Cup",1,2,2,8,10,234,197,212,1818,"NM",""
"Andy Kurnia",2001-01-21,"2nd SA Millennium Cup",2,2,4,7,7,-78,26,39,1454,"",""
"Yeo Kian Hung Henry",2001-01-21,"2nd SA Millennium Cup",2,2,7,7,0,-2681,1,14,1283,"",""
"Tony Sim",2001-02-25,"Hong Kah East CC mini tournament",1,3,4,10,4,136,301,309,1842,"",""
"Cheah Siu Hean",2001-02-25,"Hong Kah East CC mini tournament",1,3,3,10,5,508,265,273,1852,"",""
"Andy Kurnia",2001-02-25,"Hong Kah East CC mini tournament",3,3,2,12,6,161,40,47,1496,"",""
"Yeo Kian Hung Henry",2001-02-25,"Hong Kah East CC mini tournament",3,3,12,12,1,-829,15,22,1239,"",""
"Tony Sim",2001-03-04,"1st NTU Open Scrabble Championship",1,2,7,12,4,185,310,317,1829,"",""
"Cheah Siu Hean",2001-03-04,"1st NTU Open Scrabble Championship",1,2,1,12,6,530,274,281,1873,"",""
"Ricky Purnomo",2001-03-04,"1st NTU Open Scrabble Championship",1,2,6,12,4,208,213,220,1805,"",""
"Andy Kurnia",2001-03-04,"1st NTU Open Scrabble Championship",2,2,4,26,5,216,48,54,1510,"",""
"Yeo Kian Hung Henry",2001-03-04,"1st NTU Open Scrabble Championship",2,2,24,26,2,-474,23,29,1239,"",""
"Tony Sim",2001-04-15,"Hong Kah East CC mini tournament",1,3,2,10,7,471,318,326,1845,"",""
"Cheah Siu Hean",2001-04-15,"Hong Kah East CC mini tournament",1,3,1,10,7,532,282,290,1881,"",""
"Andy Kurnia",2001-04-15,"Hong Kah East CC mini tournament",2,3,5,10,5,-22,55,63,1529,"",""
"Yeo Kian Hung Henry",2001-04-15,"Hong Kah East CC mini tournament",3,3,9,12,3,-1,30,37,1264,"",""
"Tony Sim",2001-05-06,"4th Singapore Open Scrabble Championship",1,3,4,30,10,539,327,342,1866,"",""
"Cheah Siu Hean",2001-05-06,"4th Singapore Open Scrabble Championship",1,3,8,30,9,499,291,306,1874,"",""
"Ricky Purnomo",2001-05-06,"4th Singapore Open Scrabble Championship",1,3,15,30,8,71,221,236,1791,"",""
"Andy Kurnia",2001-05-06,"4th Singapore Open Scrabble Championship",2,3,8,34,9,568,64,79,1554,"",""
"Yeo Kian Hung Henry",2001-05-06,"4th Singapore Open Scrabble Championship",2,3,30,34,4,-597,38,52,1264,"",""
"Tony Sim",2001-05-27,"Hong Kah East CC mini tournament",1,2,1,10,7,386,343,351,1892,"",""
"Cheah Siu Hean",2001-05-27,"Hong Kah East CC mini tournament",1,2,2,10,6,559,307,315,1882,"",""
"Andy Kurnia",2001-05-27,"Hong Kah East CC mini tournament",2,2,8,10,3,-461,80,88,1511,"",""
"Yeo Kian Hung Henry",2001-05-27,"Hong Kah East CC mini tournament",2,2,9,10,3,-687,53,61,1290,"",""
"Tony Sim",2001-06-17,"Hong Kah East CC mini tournament",1,2,7,10,4,-87,352,359,1872,"",""
"Cheah Siu Hean",2001-06-17,"Hong Kah East CC mini tournament",1,2,1,10,9,1077,316,324,1930,"","*"
"Andy Kurnia",2001-06-17,"Hong Kah East CC mini tournament",2,2,5,10,5,548,89,97,1504,"",""
"Yeo Kian Hung Henry",2001-06-17,"Hong Kah East CC mini tournament",2,2,8,10,3,-197,62,70,1302,"",""
"Tony Sim",2001-07-15,"Singapore National Scrabble Championship 2001",1,2,1,20,12,783,360,375,1898,"",""
"Cheah Siu Hean",2001-07-15,"Singapore National Scrabble Championship 2001",1,2,2,20,11,1443,325,340,1920,"","*"
"Ricky Purnomo",2001-07-15,"Singapore National Scrabble Championship 2001",1,2,4,20,10,472,237,252,1782,"",""
"Tony Sim",2001-09-09,"Hong Kah East CC mini tournament",1,3,6,10,4,580,376,384,1857,"",""
"Andy Kurnia",2001-09-09,"Hong Kah East CC mini tournament",3,3,2,8,6,540,98,105,1525,"",""
"Yeo Kian Hung Henry",2001-09-09,"Hong Kah East CC mini tournament",3,3,7,8,1,-658,71,78,1271,"",""
"Tony Sim",2001-10-28,"Hong Kah East CC mini tournament",1,3,4,10,5,240,385,393,1848,"",""
"Cheah Siu Hean",2001-10-28,"Hong Kah East CC mini tournament",1,3,1,10,8,442,341,349,1947,"GM",""
"Ricky Purnomo",2001-10-28,"Hong Kah East CC mini tournament",1,3,5,10,4,316,253,261,1770,"",""
"Andy Kurnia",2001-10-28,"Hong Kah East CC mini tournament",2,3,3,9,6,75,106,113,1569,"",""
"Yeo Kian Hung Henry",2001-10-28,"Hong Kah East CC mini tournament",3,3,3,8,5,228,79,86,1326,"",""
"Tony Sim",2001-11-24,"not the 9th Kenneth Chen Cup, day 1",1,2,7,18,5,227,394,402,1850,"",""
"Cheah Siu Hean",2001-11-24,"not the 9th Kenneth Chen Cup, day 1",1,2,11,18,4,188,350,358,1909,"",""
"Ricky Purnomo",2001-11-24,"not the 9th Kenneth Chen Cup, day 1",1,2,5,18,5,473,262,270,1794,"",""
"Andy Kurnia",2001-11-24,"not the 9th Kenneth Chen Cup, day 1",1,2,16,18,3,-316,114,122,1582,"",""
"Yeo Kian Hung Henry",2001-11-24,"not the 9th Kenneth Chen Cup, day 1",2,2,20,22,2,-421,87,94,1318,"",""
"Tony Sim",2001-11-25,"not the 9th Kenneth Chen Cup, day 2",1,3,3,20,6,668,403,411,1872,"",""
"Cheah Siu Hean",2001-11-25,"not the 9th Kenneth Chen Cup, day 2",1,3,4,20,6,220,359,367,1919,"",""
"Ricky Purnomo",2001-11-25,"not the 9th Kenneth Chen Cup, day 2",1,3,5,20,6,71,271,279,1805,"",""
"Andy Kurnia",2001-11-25,"not the 9th Kenneth Chen Cup, day 2",1,3,19,20,2,-162,123,131,1557,"",""
"Yeo Kian Hung Henry",2001-11-25,"not the 9th Kenneth Chen Cup, day 2",3,3,2,8,5,338,95,102,1354,"",""
"Tony Sim",2002-01-20,"3rd SA Millennium Cup",1,3,1,10,15,1708,412,428,1901,"",""
"Cheah Siu Hean",2002-01-20,"3rd SA Millennium Cup",1,3,3,10,13,1091,368,384,1901,"",""
"Ricky Purnomo",2002-01-20,"3rd SA Millennium Cup",1,3,2,10,14,538,280,296,1842,"",""
"Andy Kurnia",2002-01-20,"3rd SA Millennium Cup",1,3,6,10,9,-74,132,148,1621,"","*"
"Yeo Kian Hung Henry",2002-01-20,"3rd SA Millennium Cup",2,3,1,12,14,683,103,118,1598,"",""
"Cheah Siu Hean",2002-02-24,"2nd NTU Open Scrabble Championship",1,2,3,10,5,305,385,392,1887,"",""
"Ricky Purnomo",2002-02-24,"2nd NTU Open Scrabble Championship",1,2,1,10,6,452,297,304,1854,"",""
"Andy Kurnia",2002-02-24,"2nd NTU Open Scrabble Championship",1,2,8,10,3,-184,149,156,1613,"","*"
"Yeo Kian Hung Henry",2002-02-24,"2nd NTU Open Scrabble Championship",1,2,9,10,3,-315,119,126,1596,"",""
"Tony Sim",2002-03-03,"1st Temasek Open",1,2,6,18,9,423,429,444,1887,"",""
"Cheah Siu Hean",2002-03-03,"1st Temasek Open",1,2,5,18,9,699,393,408,1867,"",""
"Ricky Purnomo",2002-03-03,"1st Temasek Open",1,2,9,18,8,-145,305,320,1812,"",""
"Andy Kurnia",2002-03-03,"1st Temasek Open",1,2,15,18,6,-301,157,172,1621,"M",""
"Yeo Kian Hung Henry",2002-03-03,"1st Temasek Open",1,2,18,18,5,-1115,127,142,1590,"",""
"Tony Sim",2002-03-17,"Jurong Green CC mini tournament",1,3,1,8,6,449,445,452,1900,"",""
"Cheah Siu Hean",2002-03-17,"Jurong Green CC mini tournament",1,3,2,8,5,547,409,416,1867,"",""
"Andy Kurnia",2002-03-17,"Jurong Green CC mini tournament",2,3,1,8,8,1010,173,180,1724,"","*"
"Tony Sim",2002-04-28,"8th Jurong Green CC - St John's Institution Annual Friendly",1,1,2,22,10,802,453,468,1893,"",""
"Cheah Siu Hean",2002-04-28,"8th Jurong Green CC - St John's Institution Annual Friendly",1,1,5,22,10,653,417,432,1871,"",""
"Ricky Purnomo",2002-04-28,"8th Jurong Green CC - St John's Institution Annual Friendly",1,1,4,22,10,661,321,336,1854,"",""
"Andy Kurnia",2002-04-28,"8th Jurong Green CC - St John's Institution Annual Friendly",1,1,9,22,9,137,181,196,1740,"","*"
"Shim Yen Nee",2002-04-28,"8th Jurong Green CC - St John's Institution Annual Friendly",1,1,21,22,5,-808,1,12,1383,"",""
"Andy Kurnia",2002-05-12,"Jurong Green CC mini tournament",1,3,1,6,7,453,197,204,1816,"SM","*"
"Shim Yen Nee",2002-05-12,"Jurong Green CC mini tournament",3,3,5,6,3,-67,13,20,1381,"",""
"Tony Sim",2002-05-19,"Teck Ghee Zone B Residents' Committee mini tournament",1,2,2,10,6,423,469,477,1894,"",""
"Cheah Siu Hean",2002-05-19,"Teck Ghee Zone B Residents' Committee mini tournament",1,2,1,10,7,393,433,441,1893,"",""
"Andy Kurnia",2002-05-19,"Teck Ghee Zone B Residents' Committee mini tournament",1,2,7,10,3,-143,205,213,1786,"",""
"Shim Yen Nee",2002-05-19,"Teck Ghee Zone B Residents' Committee mini tournament",2,2,5,12,4,148,21,27,1396,"",""
"Tony Sim",2002-06-02,"5th Singapore Open Scrabble Championship",1,4,2,24,11,774,478,493,1917,"",""
"Cheah Siu Hean",2002-06-02,"5th Singapore Open Scrabble Championship",1,4,4,24,11,539,442,457,1924,"",""
"Andy Kurnia",2002-06-02,"5th Singapore Open Scrabble Championship",1,4,16,24,7,263,214,229,1722,"",""
"Shim Yen Nee",2002-06-02,"5th Singapore Open Scrabble Championship",2,4,20,32,7,176,28,43,1414,"",""
"Tony Sim",2002-07-21,"Singapore National Scrabble Championship 2002",1,2,5,18,9,350,494,509,1884,"",""
"Cheah Siu Hean",2002-07-21,"Singapore National Scrabble Championship 2002",1,2,2,18,11,852,458,473,1933,"",""
"Ricky Purnomo",2002-07-21,"Singapore National Scrabble Championship 2002",1,2,1,18,12,532,337,352,1904,"","*"
"Andy Kurnia",2002-07-21,"Singapore National Scrabble Championship 2002",1,2,3,18,11,406,230,245,1818,"","*"
"Shim Yen Nee",2002-07-21,"Singapore National Scrabble Championship 2002",2,2,9,32,7,186,44,55,1456,"",""
"Tony Sim",2002-08-18,"Jurong Green CC mini tournament",1,2,4,10,5,418,510,518,1867,"",""
"Andy Kurnia",2002-08-18,"Jurong Green CC mini tournament",1,2,2,10,6,561,246,254,1831,"NM",""
"Shim Yen Nee",2002-08-18,"Jurong Green CC mini tournament",2,2,4,9,5,275,56,63,1480,"",""
"Tony Sim",2002-09-08,"1st Harmony Cup",1,2,3,12,6,205,519,527,1880,"",""
"Andy Kurnia",2002-09-08,"1st Harmony Cup",1,2,7,12,4,117,255,263,1819,"",""
"Shim Yen Nee",2002-09-08,"1st Harmony Cup",2,2,3,12,6,309,64,72,1516,"",""
"Tony Sim",2002-09-29,"Jurong Green CC mini tournament",1,3,3,8,5,159,528,536,1872,"",""
"Cheah Siu Hean",2002-09-29,"Jurong Green CC mini tournament",1,3,1,8,7,354,474,482,1945,"",""
"Andy Kurnia",2002-09-29,"Jurong Green CC mini tournament",1,3,6,8,4,-38,264,272,1811,"",""
"Shim Yen Nee",2002-09-29,"Jurong Green CC mini tournament",3,3,1,10,6,491,73,80,1538,"",""
"Ricky Purnomo",2002-10-13,"Jurong Green CC mini tournament",1,2,2,10,7,320,353,361,1923,"","*"
"Andy Kurnia",2002-10-13,"Jurong Green CC mini tournament",1,2,3,10,6,356,273,281,1833,"",""
"Shim Yen Nee",2002-10-13,"Jurong Green CC mini tournament",2,2,4,9,5,233,81,88,1562,"",""
"Tony Sim",2002-11-10,"Jurong Green CC mini tournament",1,1,1,14,7,759,537,545,1880,"",""
"Andy Kurnia",2002-11-10,"Jurong Green CC mini tournament",1,1,5,14,5,145,282,290,1820,"",""
"Shim Yen Nee",2002-11-10,"Jurong Green CC mini tournament",1,1,9,14,4,-55,89,97,1578,"",""
"Tony Sim",2002-12-01,"1st Lim Boon Heng Cup",1,3,1,24,12,487,546,561,1941,"",""
"Cheah Siu Hean",2002-12-01,"1st Lim Boon Heng Cup",1,3,11,24,8,801,483,498,1904,"",""
"Ricky Purnomo",2002-12-01,"1st Lim Boon Heng Cup",1,3,6,24,10,-51,362,377,1913,"GM",""
"Andy Kurnia",2002-12-01,"1st Lim Boon Heng Cup",1,3,5,24,10,230,291,306,1862,"",""
"Yeo Kian Hung Henry",2002-12-01,"1st Lim Boon Heng Cup",1,3,20,24,6,-417,143,158,1596,"",""
"Shim Yen Nee",2002-12-01,"1st Lim Boon Heng Cup",1,3,16,24,7,-350,98,113,1615,"","*"
"Tony Sim",2003-01-26,"4th SA Millennium Cup",1,2,1,10,14,1215,562,579,1973,"",""
"Cheah Siu Hean",2003-01-26,"4th SA Millennium Cup",1,2,7,10,8,423,499,516,1855,"",""
"Ricky Purnomo",2003-01-26,"4th SA Millennium Cup",1,2,2,10,13,959,378,395,1940,"",""
"Andy Kurnia",2003-01-26,"4th SA Millennium Cup",1,2,8,10,7,-287,307,324,1815,"",""
"Hubert Wee Ming Hui",2003-01-26,"4th SA Millennium Cup",2,2,9,10,4,-1414,1,17,1347,"",""
"Yeo Kian Hung Henry",2003-01-26,"4th SA Millennium Cup",1,2,10,10,4,-1246,159,176,1606,"","*"
"Cheah Siu Hean",2003-02-23,"3rd NTU Open Scrabble Championship",1,2,1,12,6,507,517,524,1877,"",""
"Ricky Purnomo",2003-02-23,"3rd NTU Open Scrabble Championship",1,2,3,12,6,-101,396,403,1937,"",""
"Andy Kurnia",2003-02-23,"3rd NTU Open Scrabble Championship",1,2,2,12,6,471,325,332,1840,"",""
"Hubert Wee Ming Hui",2003-02-23,"3rd NTU Open Scrabble Championship",2,2,11,26,4,3,18,24,1380,"",""
"Shim Yen Nee",2003-02-23,"3rd NTU Open Scrabble Championship",1,2,6,12,4,186,114,121,1652,"","*"
"Tony Sim",2003-03-02,"Jurong Green CC mini tournament",1,3,7,10,3,-41,580,588,1912,"",""
"Cheah Siu Hean",2003-03-02,"Jurong Green CC mini tournament",1,3,1,10,7,511,525,533,1898,"",""
"Andy Kurnia",2003-03-02,"Jurong Green CC mini tournament",1,3,3,10,6,603,333,341,1853,"",""
"Hubert Wee Ming Hui",2003-03-02,"Jurong Green CC mini tournament",3,3,5,8,4,-96,25,32,1390,"",""
"Shim Yen Nee",2003-03-02,"Jurong Green CC mini tournament",1,3,9,10,3,-856,122,130,1657,"M",""
"Tony Sim",2003-03-16,"2nd Temasek Open",1,3,6,18,9,252,589,604,1880,"",""
"Cheah Siu Hean",2003-03-16,"2nd Temasek Open",1,3,2,18,10,233,534,549,1906,"",""
"Ricky Purnomo",2003-03-16,"2nd Temasek Open",1,3,3,18,10,-36,404,419,1938,"",""
"Andy Kurnia",2003-03-16,"2nd Temasek Open",1,3,14,18,7,-191,342,357,1816,"",""
"Hubert Wee Ming Hui",2003-03-16,"2nd Temasek Open",2,3,13,20,5,-23,33,44,1412,"",""
"Yeo Kian Hung Henry",2003-03-16,"2nd Temasek Open",1,3,11,18,8,-446,177,192,1681,"","*"
"Shim Yen Nee",2003-03-16,"2nd Temasek Open",1,3,17,18,5,-625,131,146,1633,"",""
"Tony Sim",2003-04-13,"Jurong Green CC mini tournament",1,3,2,8,5,530,605,613,1875,"",""
"Andy Kurnia",2003-04-13,"Jurong Green CC mini tournament",1,3,1,8,8,358,358,366,1885,"",""
"Hubert Wee Ming Hui",2003-04-13,"Jurong Green CC mini tournament",3,3,4,8,4,180,45,51,1412,"",""
"Shim Yen Nee",2003-04-13,"Jurong Green CC mini tournament",2,3,1,8,7,285,147,155,1697,"",""
"Tony Sim",2003-05-18,"Jurong Green CC mini tournament",1,2,5,10,5,19,614,622,1872,"",""
"Cheah Siu Hean",2003-05-18,"Jurong Green CC mini tournament",1,2,1,10,7,381,550,558,1928,"",""
"Ricky Purnomo",2003-05-18,"Jurong Green CC mini tournament",1,2,3,10,6,237,420,428,1938,"",""
"Andy Kurnia",2003-05-18,"Jurong Green CC mini tournament",1,2,2,10,6,381,367,375,1896,"",""
"Hubert Wee Ming Hui",2003-05-18,"Jurong Green CC mini tournament",2,2,5,9,4,-244,52,59,1435,"",""
"Tony Sim",2003-06-15,"6th Singapore Open Scrabble Championship",1,3,5,24,9,837,623,638,1879,"",""
"Cheah Siu Hean",2003-06-15,"6th Singapore Open Scrabble Championship",1,3,7,24,9,372,559,574,1914,"",""
"Ricky Purnomo",2003-06-15,"6th Singapore Open Scrabble Championship",1,3,2,24,11,498,429,444,1941,"",""
"Andy Kurnia",2003-06-15,"6th Singapore Open Scrabble Championship",1,3,3,24,10,532,376,391,1917,"","*"
"Hubert Wee Ming Hui",2003-06-15,"6th Singapore Open Scrabble Championship",2,3,11,20,6,-47,60,71,1452,"",""
"Yeo Kian Hung Henry",2003-06-15,"6th Singapore Open Scrabble Championship",1,3,9,24,9,3,193,208,1711,"M","*"
"Shim Yen Nee",2003-06-15,"6th Singapore Open Scrabble Championship",1,3,20,24,6,-337,156,171,1679,"",""
"Tony Sim",2003-07-20,"Singapore National Scrabble Championship 2003",1,1,1,16,14,1271,639,656,1922,"",""
"Cheah Siu Hean",2003-07-20,"Singapore National Scrabble Championship 2003",1,1,2,16,13,1092,575,591,1923,"",""
"Ricky Purnomo",2003-07-20,"Singapore National Scrabble Championship 2003",1,1,6,16,11,656,445,462,1910,"",""
"Andy Kurnia",2003-07-20,"Singapore National Scrabble Championship 2003",1,1,3,16,13,851,392,409,1928,"","*"
"Shim Yen Nee",2003-07-20,"Singapore National Scrabble Championship 2003",1,1,10,16,9,-572,172,189,1715,"","*"
"Tony Sim",2003-08-17,"Jurong Green CC mini tournament",1,1,1,14,8,1187,657,664,1951,"",""
"Andy Kurnia",2003-08-17,"Jurong Green CC mini tournament",1,1,3,14,5,232,410,416,1901,"GM",""
"Hubert Wee Ming Hui",2003-08-17,"Jurong Green CC mini tournament",1,1,10,14,4,-211,72,79,1469,"",""
"Shim Yen Nee",2003-08-17,"Jurong Green CC mini tournament",1,1,4,14,5,35,190,197,1735,"","*"
"Tony Sim",2003-09-07,"2nd Harmony Cup",1,3,5,18,11,749,665,681,1919,"",""
"Cheah Siu Hean",2003-09-07,"2nd Harmony Cup",1,3,2,18,14,1418,592,608,1949,"",""
"Ricky Purnomo",2003-09-07,"2nd Harmony Cup",1,3,8,18,10,498,463,479,1871,"",""
"Andy Kurnia",2003-09-07,"2nd Harmony Cup",1,3,4,18,12,673,417,433,1899,"",""
"Hubert Wee Ming Hui",2003-09-07,"2nd Harmony Cup",2,3,2,10,9,643,80,90,1521,"",""
"Yeo Kian Hung Henry",2003-09-07,"2nd Harmony Cup",1,3,7,18,11,184,209,225,1777,"","*"
"Shim Yen Nee",2003-09-07,"2nd Harmony Cup",1,3,15,18,5,-1099,198,214,1662,"",""
"Andy Kurnia",2003-10-05,"Jurong Green CC mini tournament",1,2,6,8,3,111,434,442,1837,"",""
"Hubert Wee Ming Hui",2003-10-05,"Jurong Green CC mini tournament",2,2,2,10,7,1169,91,99,1544,"",""
"Yeo Kian Hung Henry",2003-10-05,"Jurong Green CC mini tournament",1,2,2,8,7,146,226,234,1808,"SM","*"
"Shim Yen Nee",2003-10-05,"Jurong Green CC mini tournament",1,2,4,8,5,35,215,223,1691,"",""
"Tony Sim",2003-11-23,"2nd Lim Boon Heng Cup",1,3,7,22,9,631,682,697,1906,"",""
"Cheah Siu Hean",2003-11-23,"2nd Lim Boon Heng Cup",1,3,6,22,9,686,609,624,1910,"",""
"Ricky Purnomo",2003-11-23,"2nd Lim Boon Heng Cup",1,3,2,22,12,442,480,495,1922,"",""
"Andy Kurnia",2003-11-23,"2nd Lim Boon Heng Cup",1,3,1,22,12,1172,443,458,1897,"",""
"Hubert Wee Ming Hui",2003-11-23,"2nd Lim Boon Heng Cup",2,3,2,14,8,544,100,111,1575,"",""
"Yeo Kian Hung Henry",2003-11-23,"2nd Lim Boon Heng Cup",1,3,10,22,9,-28,235,250,1799,"",""
"Shim Yen Nee",2003-11-23,"2nd Lim Boon Heng Cup",1,3,4,22,11,-116,224,239,1842,"SM","*"
"Tony Sim",2003-12-28,"Jurong Green CC mini tournament",1,3,1,10,8,935,698,706,1937,"",""
"Ricky Purnomo",2003-12-28,"Jurong Green CC mini tournament",1,3,4,10,6,146,496,504,1918,"",""
"Andy Kurnia",2003-12-28,"Jurong Green CC mini tournament",1,3,2,10,7,571,459,467,1914,"",""
"Hubert Wee Ming Hui",2003-12-28,"Jurong Green CC mini tournament",2,3,1,8,7,485,112,119,1615,"","*"
