Name,Opp,Tournament,Date,Round,ScoreFor,ScoreAgainst,Difference,Win,Loss,Margin,Source
Michael Tang,Jocelyn Lor,9th Singapore Open Scrabble Championship,28 May 2006,11,384 -,378,+6,8    -,8,+295,SA
Michael Tang,Jocelyn Lor,9th SA Millennium Cup,27 Jan 2008,2,388 -,420,-32,8    -,9,+263,SA
Michael Tang,Jocelyn Lor,Yew Tee Scrabble Open Championship 2009,22 Nov 2009,2,391 -,383,+8,9    -,9,+271,SA
Michael Tang,Jocelyn Lor,8th Lim Boon Heng Cup,7 Mar 2010,13,375 -,432,-57,9    -,10,+214,SA
Michael Tang,Jocelyn Lor,13th Singapore Open Scrabble Championship,14 Nov 2010,6,464 -,363,+101,10    -,10,+315,SA
Michael Tang,Jocelyn Lor,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,12,346 -,372,-26,10    -,11,+289,SA
Michael Tang,Jocelyn Lor,14th Singapore Open Scrabble Championship,27 Nov 2011,10,429 -,434,-5,10    -,12,+284,SA
Michael Tang,Jocelyn Lor,13th SA Millennium Cup,15 Jan 2012,1,412 -,451,-39,10    -,13,+245,SA
Michael Tang,Jocelyn Lor,13th SA Millennium Cup,15 Jan 2012,2,386 -,394,-8,10    -,14,+237,SA
Michael Tang,Jocelyn Lor,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,11,319 -,340,-21,10    -,15,+216,SA
Michael Tang,Jocelyn Lor,mini,1 Dec 2013,1,434 -,414,+20,11    -,15,+236,SA
Michael Tang,Tan Jin Chor,2nd Caldecott Recreation Club Regional Championship,26 Apr 1998,9,406 -,335,+71,1    -,0,+71,SA
Michael Tang,Tan Jin Chor,3rd Singapore Open Scrabble Championship,21 May 2000,5,406 -,334,+72,2    -,0,+143,SA
Michael Tang,Tan Jin Chor,Mind Sports Olympiad,10 Sep 2000,11,372 -,396,-24,2    -,1,+119,SA
Michael Tang,Tan Jin Chor,"not the 9th Kenneth Chen Cup, day 1",24 Nov 2001,9,385 -,371,+14,3    -,1,+133,SA
Michael Tang,Tan Jin Chor,8th Lim Boon Heng Cup,7 Mar 2010,2,484 -,448,+36,4    -,1,+169,SA
Michael Tang,Alex Tan,1st Lim Boon Heng Cup,1 Dec 2002,8,456 -,375,+81,1    -,0,+81,SA
Michael Tang,Alex Tan,4th SA Millennium Cup,26 Jan 2003,6,429 -,409,+20,2    -,0,+101,SA
Michael Tang,Alex Tan,4th SA Millennium Cup,26 Jan 2003,15,444 -,335,+109,3    -,0,+210,SA
Michael Tang,Alex Tan,2nd Temasek Open,16 Mar 2003,7,451 -,376,+75,4    -,0,+285,SA
Michael Tang,Alex Tan,2nd Temasek Open,16 Mar 2003,14,411 -,387,+24,5    -,0,+309,SA
Michael Tang,Alex Tan,13th Singapore Open Scrabble Championship,14 Nov 2010,8,562 -,392,+170,6    -,0,+479,SA
Michael Tang,Alex Tan,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,16,382 -,382,0,6½ -,½,+479,SA
Michael Tang,Alex Tan,Grandeur 8 mini tournament,11 Sep 2011,9,402 -,491,-89,6½ -,1½,+390,SA
Michael Tang,Alex Tan,Grandeur 8 mini tournament,11 Sep 2011,10,345 -,422,-77,6½ -,2½,+313,SA
Michael Tang,Alex Tan,14th Singapore Open Scrabble Championship,27 Nov 2011,9,422 -,374,+48,7½ -,2½,+361,SA
Hubert Wee Ming Hui,Nigel Richards,7th Singapore Open Scrabble Championship,6 Jun 2004,11,383 -,459,-76,0    -,1,-76,SA
Hubert Wee Ming Hui,Nigel Richards,3rd Lim Boon Heng Cup,21 Nov 2004,7,456 -,412,+44,1    -,1,-32,SA
Hubert Wee Ming Hui,Nigel Richards,4th Lim Boon Heng Cup,19 Mar 2006,2,355 -,493,-138,1    -,2,-170,SA
Hubert Wee Ming Hui,Nigel Richards,10th Singapore Open Scrabble Championship,27 May 2007,8,442 -,468,-26,1    -,3,-196,SA
Hubert Wee Ming Hui,Nigel Richards,6th Lim Boon Heng Cup,16 Mar 2008,11,375 -,479,-104,1    -,4,-300,SA
Hubert Wee Ming Hui,Nigel Richards,6th Lim Boon Heng Cup,16 Mar 2008,13,384 -,441,-57,1    -,5,-357,SA
Hubert Wee Ming Hui,Nigel Richards,6th Lim Boon Heng Cup,16 Mar 2008,16,379 -,363,+16,2    -,5,-341,SA
Hubert Wee Ming Hui,Nigel Richards,11th Singapore Open Scrabble Championship,25 May 2008,11,405 -,351,+54,3    -,5,-287,SA
Hubert Wee Ming Hui,Nigel Richards,11th Singapore Open Scrabble Championship,25 May 2008,13,356 -,481,-125,3    -,6,-412,SA
Hubert Wee Ming Hui,Nigel Richards,11th Singapore Open Scrabble Championship,25 May 2008,15,380 -,396,-16,3    -,7,-428,SA
Hubert Wee Ming Hui,Nigel Richards,7th Lim Boon Heng Cup,22 Mar 2009,15,407 -,458,-51,3    -,8,-479,SA
Hubert Wee Ming Hui,Nigel Richards,12th Singapore Open Scrabble Championship,31 May 2009,5,399 -,344,+55,4    -,8,-424,SA
Hubert Wee Ming Hui,Nigel Richards,12th Singapore Open Scrabble Championship,31 May 2009,13,388 -,479,-91,4    -,9,-515,SA
Hubert Wee Ming Hui,Nigel Richards,Yew Tee Scrabble Open Championship 2009,22 Nov 2009,2,361 -,498,-137,4    -,10,-652,SA
Hubert Wee Ming Hui,Nigel Richards,Yew Tee Scrabble Open Championship 2009,22 Nov 2009,16,385 -,440,-55,4    -,11,-707,SA
Hubert Wee Ming Hui,Nigel Richards,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,7,411 -,449,-38,4    -,12,-745,SA
Hubert Wee Ming Hui,Nigel Richards,14th Singapore Open Scrabble Championship,27 Nov 2011,5,442 -,516,-74,4    -,13,-819,SA
Hubert Wee Ming Hui,Nigel Richards,14th Singapore Open Scrabble Championship,27 Nov 2011,13,501 -,494,+7,5    -,13,-812,SA
Hubert Wee Ming Hui,Nigel Richards,15th Singapore Open Scrabble Championship,18 Nov 2012,12,410 -,532,-122,5    -,14,-934,SA
Hubert Wee Ming Hui,Nigel Richards,Jurong Green CC Scrabble Open Championship 2013,7 Apr 2013,6,426 -,502,-76,5    -,15,-1010,SA
Hubert Wee Ming Hui,Nigel Richards,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,13,385 -,469,-84,5    -,16,-1094,SA
Hubert Wee Ming Hui,Aaron Chong,14th Singapore Open Scrabble Championship,27 Nov 2011,16,392 -,405,-13,0    -,1,-13,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,12,438 -,467,-29,0    -,2,-42,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,14,421 -,355,+66,1    -,2,+24,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,15,395 -,498,-103,1    -,3,-79,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,16,443 -,327,+116,2    -,3,+37,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC mini tournament,12 Aug 2012,9,481 -,499,-18,2    -,4,+19,SA
Hubert Wee Ming Hui,Aaron Chong,Grandeur 8 mini tournament,8 Sep 2012,10,399 -,513,-114,2    -,5,-95,SA
Hubert Wee Ming Hui,Aaron Chong,15th Singapore Open Scrabble Championship,18 Nov 2012,11,420 -,466,-46,2    -,6,-141,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC mini tournament,9 Dec 2012,2,463 -,344,+119,3    -,6,-22,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC mini tournament,9 Dec 2012,9,400 -,423,-23,3    -,7,-45,SA
Hubert Wee Ming Hui,Aaron Chong,14th SA Millennium Cup,13 Jan 2013,7,418 -,512,-94,3    -,8,-139,SA
Hubert Wee Ming Hui,Aaron Chong,14th SA Millennium Cup,13 Jan 2013,16,477 -,345,+132,4    -,8,-7,SA
Hubert Wee Ming Hui,Aaron Chong,NTU WGS Scrabble Mini 2013,17 Mar 2013,7,427 -,555,-128,4    -,9,-135,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC Scrabble Open Championship 2013,7 Apr 2013,3,312 -,537,-225,4    -,10,-360,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,1,485 -,281,+204,5    -,10,-156,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,15,390 -,540,-150,5    -,11,-306,SA
Hubert Wee Ming Hui,Aaron Chong,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,16,419 -,380,+39,6    -,11,-267,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,Teck Ghee Zone B Residents' Committee mini tournament,5 Jun 2005,4,474 -,377,+97,1    -,0,+97,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,8th Singapore Open Scrabble Championship,30 Oct 2005,4,395 -,473,-78,1    -,1,+19,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,4th Lim Boon Heng Cup,19 Mar 2006,12,420 -,396,+24,2    -,1,+43,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,Grandeur 8 mini tournament,27 Aug 2006,2,506 -,448,+58,3    -,1,+101,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,Jurong Green CC mini tournament,15 Oct 2006,7,503 -,376,+127,4    -,1,+228,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,5th Lim Boon Heng Cup,18 Mar 2007,7,430 -,493,-63,4    -,2,+165,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,5th Lim Boon Heng Cup,18 Mar 2007,13,307 -,435,-128,4    -,3,+37,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,5th Lim Boon Heng Cup,18 Mar 2007,14,338 -,324,+14,5    -,3,+51,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,9th SA Millennium Cup,27 Jan 2008,13,502 -,438,+64,6    -,3,+115,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,12th Singapore Open Scrabble Championship,31 May 2009,2,344 -,379,-35,6    -,4,+80,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,12th Singapore Open Scrabble Championship,31 May 2009,15,476 -,407,+69,7    -,4,+149,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,12th SA Millennium Cup,23 Jan 2011,13,520 -,452,+68,8    -,4,+217,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,12th SA Millennium Cup,23 Jan 2011,18,470 -,408,+62,9    -,4,+279,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,Jurong Green CC mini tournament,15 May 2011,8,416 -,439,-23,9    -,5,+256,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,14th Singapore Open Scrabble Championship,27 Nov 2011,8,411 -,404,+7,10    -,5,+263,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,13,413 -,390,+23,11    -,5,+286,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,Bishan Heights RC mini tournament,27 May 2012,8,429 -,354,+75,12    -,5,+361,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,Oktobertilefest Scrabblemini,6 Oct 2012,3,451 -,446,+5,13    -,5,+366,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,15th Singapore Open Scrabble Championship,18 Nov 2012,7,382 -,486,-104,13    -,6,+262,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,Grandeur 8 mini tournament,8 Sep 2013,7,535 -,420,+115,14    -,6,+377,SA
Hubert Wee Ming Hui,Yeo Kian Hung Henry,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,5,445 -,418,+27,15    -,6,+404,SA
Hubert Wee Ming Hui,Martin Teo,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,1,401 -,543,-142,0    -,1,-142,SA
Hubert Wee Ming Hui,Jocelyn Lor,7th Singapore Open Scrabble Championship,6 Jun 2004,4,382 -,463,-81,0    -,1,-81,SA
Hubert Wee Ming Hui,Jocelyn Lor,8th Singapore Open Scrabble Championship,30 Oct 2005,3,449 -,254,+195,1    -,1,+114,SA
Hubert Wee Ming Hui,Jocelyn Lor,8th Singapore Open Scrabble Championship,30 Oct 2005,15,472 -,347,+125,2    -,1,+239,SA
Hubert Wee Ming Hui,Jocelyn Lor,4th Lim Boon Heng Cup,19 Mar 2006,9,473 -,394,+79,3    -,1,+318,SA
Hubert Wee Ming Hui,Jocelyn Lor,5th Lim Boon Heng Cup,18 Mar 2007,10,479 -,404,+75,4    -,1,+393,SA
Hubert Wee Ming Hui,Jocelyn Lor,9th SA Millennium Cup,27 Jan 2008,9,425 -,356,+69,5    -,1,+462,SA
Hubert Wee Ming Hui,Jocelyn Lor,6th Lim Boon Heng Cup,16 Mar 2008,6,460 -,274,+186,6    -,1,+648,SA
Hubert Wee Ming Hui,Jocelyn Lor,7th Lim Boon Heng Cup,22 Mar 2009,6,453 -,341,+112,7    -,1,+760,SA
Hubert Wee Ming Hui,Jocelyn Lor,Yew Tee Scrabble Open Championship 2009,22 Nov 2009,6,459 -,405,+54,8    -,1,+814,SA
Hubert Wee Ming Hui,Jocelyn Lor,1st Progressive Round Robin Scrabble Tournament 2010,24 Apr 2010,5,567 -,481,+86,9    -,1,+900,SA
Hubert Wee Ming Hui,Jocelyn Lor,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,15,446 -,325,+121,10    -,1,+1021,SA
Hubert Wee Ming Hui,Jocelyn Lor,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,17,392 -,373,+19,11    -,1,+1040,SA
Hubert Wee Ming Hui,Jocelyn Lor,14th Singapore Open Scrabble Championship,27 Nov 2011,6,390 -,354,+36,12    -,1,+1076,SA
Hubert Wee Ming Hui,Jocelyn Lor,13th SA Millennium Cup,15 Jan 2012,5,453 -,410,+43,13    -,1,+1119,SA
Hubert Wee Ming Hui,Jocelyn Lor,13th SA Millennium Cup,15 Jan 2012,6,426 -,306,+120,14    -,1,+1239,SA
Hubert Wee Ming Hui,Jocelyn Lor,13th SA Millennium Cup,15 Jan 2012,11,543 -,374,+169,15    -,1,+1408,SA
Hubert Wee Ming Hui,Jocelyn Lor,13th SA Millennium Cup,15 Jan 2012,12,405 -,461,-56,15    -,2,+1352,SA
Hubert Wee Ming Hui,Jocelyn Lor,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,2,505 -,342,+163,16    -,2,+1515,SA
Hubert Wee Ming Hui,Jocelyn Lor,Jurong Green CC mini tournament,12 Aug 2012,2,499 -,365,+134,17    -,2,+1649,SA
Hubert Wee Ming Hui,Jocelyn Lor,Jurong Green CC Scrabble Open Championship 2013,7 Apr 2013,5,436 -,329,+107,18    -,2,+1756,SA
Hubert Wee Ming Hui,Tan Jin Chor,9th Singapore Open Scrabble Championship,28 May 2006,2,373 -,425,-52,0    -,1,-52,SA
Hubert Wee Ming Hui,Tan Jin Chor,9th Singapore Open Scrabble Championship,28 May 2006,14,420 -,391,+29,1    -,1,-23,SA
Hubert Wee Ming Hui,Tan Jin Chor,Grandeur 8 mini tournament,28 Sep 2008,4,533 -,447,+86,2    -,1,+63,SA
Hubert Wee Ming Hui,Tan Jin Chor,15th Singapore Open Scrabble Championship,18 Nov 2012,4,413 -,383,+30,3    -,1,+93,SA
Wong Zhi Yuan,Nigel Richards,Yew Tee Scrabble Open Championship 2009,22 Nov 2009,12,342 -,546,-204,0    -,1,-204,SA
Wong Zhi Yuan,Nigel Richards,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,12,270 -,406,-136,0    -,2,-340,SA
Wong Zhi Yuan,Aaron Chong,Jurong Green CC mini tournament,12 Aug 2012,4,271 -,369,-98,0    -,1,-98,SA
Wong Zhi Yuan,Aaron Chong,Grandeur 8 mini tournament,8 Sep 2012,2,393 -,506,-113,0    -,2,-211,SA
Wong Zhi Yuan,Yeo Kian Hung Henry,Grandeur 8 mini tournament,8 Sep 2013,6,364 -,468,-104,0    -,1,-104,SA
Wong Zhi Yuan,Martin Teo,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,2,393 -,451,-58,0    -,1,-58,SA
Wong Zhi Yuan,Jocelyn Lor,Yew Tee Scrabble Open Championship 2009,22 Nov 2009,7,443 -,380,+63,1    -,0,+63,SA
Wong Zhi Yuan,Jocelyn Lor,Yew Tee Scrabble Open Championship 2009,22 Nov 2009,16,449 -,451,-2,1    -,1,+61,SA
Wong Zhi Yuan,Jocelyn Lor,1st Progressive Round Robin Scrabble Tournament 2010,24 Apr 2010,3,455 -,319,+136,2    -,1,+197,SA
Wong Zhi Yuan,Jocelyn Lor,1st Progressive Round Robin Scrabble Tournament 2010,24 Apr 2010,4,323 -,460,-137,2    -,2,+60,SA
Wong Zhi Yuan,Jocelyn Lor,1st Progressive Round Robin Scrabble Tournament 2010,24 Apr 2010,9,427 -,399,+28,3    -,2,+88,SA
Wong Zhi Yuan,Jocelyn Lor,Jurong Green CC mini tournament,12 Aug 2012,8,464 -,428,+36,4    -,2,+124,SA
Wong Zhi Yuan,Tan Jin Chor,Grandeur 8 mini tournament,28 Sep 2008,7,429 -,418,+11,1    -,0,+11,SA
Yong Jian Rong,Nigel Richards,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,2,398 -,439,-41,0    -,1,-41,SA
Yong Jian Rong,Nigel Richards,15th Singapore Open Scrabble Championship,18 Nov 2012,4,376 -,557,-181,0    -,2,-222,SA
Yong Jian Rong,Nigel Richards,Jurong Green CC Scrabble Open Championship 2013,7 Apr 2013,8,491 -,422,+69,1    -,2,-153,SA
Yong Jian Rong,Nigel Richards,Jurong Green CC Scrabble Open Championship 2013,7 Apr 2013,16,479 -,343,+136,2    -,2,-17,SA
Yong Jian Rong,Nigel Richards,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,10,425 -,407,+18,3    -,2,+1,SA
Yong Jian Rong,Aaron Chong,15th Singapore Open Scrabble Championship,18 Nov 2012,5,424 -,438,-14,0    -,1,-14,SA
Yong Jian Rong,Aaron Chong,Jurong Green CC mini tournament,9 Dec 2012,3,362 -,445,-83,0    -,2,-97,SA
Yong Jian Rong,Aaron Chong,Jurong Green CC mini tournament,9 Dec 2012,8,456 -,447,+9,1    -,2,-88,SA
Yong Jian Rong,Aaron Chong,14th SA Millennium Cup,13 Jan 2013,5,320 -,552,-232,1    -,3,-320,SA
Yong Jian Rong,Aaron Chong,14th SA Millennium Cup,13 Jan 2013,14,392 -,352,+40,2    -,3,-280,SA
Yong Jian Rong,Aaron Chong,NTU WGS Scrabble Mini 2013,17 Mar 2013,6,448 -,396,+52,3    -,3,-228,SA
Yong Jian Rong,Aaron Chong,Jurong Green CC Scrabble Open Championship 2013,7 Apr 2013,2,372 -,485,-113,3    -,4,-341,SA
Yong Jian Rong,Aaron Chong,Jurong Green CC mini tournament,12 May 2013,6,480 -,356,+124,4    -,4,-217,SA
Yong Jian Rong,Aaron Chong,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,9,438 -,459,-21,4    -,5,-238,SA
Yong Jian Rong,Yeo Kian Hung Henry,Bishan Heights RC mini tournament,27 May 2012,7,438 -,400,+38,1    -,0,+38,SA
Yong Jian Rong,Yeo Kian Hung Henry,Oktobertilefest Scrabblemini,6 Oct 2012,7,395 -,403,-8,1    -,1,+30,SA
Yong Jian Rong,Yeo Kian Hung Henry,Survivors Only Scrabblathon (SOS),2 Feb 2013,3,499 -,305,+194,2    -,1,+224,SA
Yong Jian Rong,Yeo Kian Hung Henry,Survivors Only Scrabblathon (SOS),2 Feb 2013,5,360 -,448,-88,2    -,2,+136,SA
Yong Jian Rong,Yeo Kian Hung Henry,Grandeur 8 mini tournament,8 Sep 2013,4,547 -,428,+119,3    -,2,+255,SA
Yong Jian Rong,Yeo Kian Hung Henry,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,13,284 -,398,-114,3    -,3,+141,SA
Yong Jian Rong,Martin Teo,Survivors Only Scrabblathon (SOS),16 Apr 2011,3,366 -,382,-16,0    -,1,-16,SA
Yong Jian Rong,Jocelyn Lor,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,11,361 -,436,-75,0    -,1,-75,SA
Yong Jian Rong,Jocelyn Lor,Survivors Only Scrabblathon (SOS),16 Apr 2011,2,344 -,417,-73,0    -,2,-148,SA
Yong Jian Rong,Jocelyn Lor,mini,1 Dec 2013,8,417 -,363,+54,1    -,2,-94,SA
Yong Jian Rong,Tan Jin Chor,15th Singapore Open Scrabble Championship,18 Nov 2012,14,379 -,304,+75,1    -,0,+75,SA
Yong Jian Rong,Alex Tan,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,5,394 -,478,-84,0    -,1,-84,SA
Yong Jian Rong,Alex Tan,Grandeur 8 mini tournament,11 Sep 2011,6,360 -,404,-44,0    -,2,-128,SA
